Tweet,Keyword,Sentiment,start,end
K Williams Brown is spreading beehive love all over downtown . 7 in the first hour . World record in the making ? #salemor http://t.co/b9OMqKr,K Williams Brown,positive,0,3
Lego Space Shuttle Nearly Reaches Space [ VIDEO ]: NASA â?? s storied space shuttle program may be history but ships a ... http://t.co/TaFf7Kn6,NASA,neutral,9,10
Sony Ericsson PSP Go Android 3.0 Gingerbread Gaming Smartphone Coming Soon ? [ New Rumors Says Sony Eric ... http://bit.ly/cjKw27 sony pspgo ;P,Sony,neutral,16,17
Skinlastin Wrinkle Cream reviews before buying . Detailed Skinlastin Wrinkle Cream reviews and ingredients . http://goo.gl/k2sCy,Skinlastin,neutral,8,9
Do You Want To Make Money On AutoPilot Using Forex ? http://tinyurl.com/yeuc2oo,Forex,positive,9,10
Eva sound extra glad to have a paying gig . She stressing every consonant and vowel in the sentence . #HairBattleSpectacular,Eva,positive,0,1
Just got an email from Bicasso of Living Legends wants to donate a track for Audio Occupation ! ... http://t.co/MTQoxx8B,Audio Occupation,positive,15,17
I liked a @YouTube video http://t.co/Sr89beaz The Black Keys - Next Girl,The Black Keys,positive,6,9
"New Orleans Saint s: Twitter High , Combine silence and Mario Williams , No ? http://t.co/J0jJ3qGx",New Orleans Saint s:,neutral,0,4
Hardware Chasis Update For Windows Phone Makes Way For Dirt Cheap Windows Phone Devices â?¦ http://t.co/t4K7uYya,Windows Phone,positive,4,6
"Pricele ss: â?? @ nachofiesta : BREAKING : Rudy Giuliani ""entirely rejects"" Alwaleed's offer of 10 extra characters per tweet . â??",Alwaleed's,neutral,12,13
This woman on CNBC tells her story about how she's making money ! I just started and already made 53 dollars today !! http://t.co/Ck5zYeME,CNBC,neutral,3,4
Listening to Bedstuy Parade & Funeral March ( feat . Pa ... by Mos Def #nowplaying http://t.co/eUkNYoG1 vÃ?Â­a @grooveshark,Mos Def,neutral,13,15
ICC backs down on Saif Gadhafi trial demand http://t.co/9lCntXJV #Libya,ICC,neutral,0,1
FTC approves Intel acquisition of McAfee : Chipmaker receives regulatory approval from the FTC to proceed w ... http://tinyurl.com/22mnz22,FTC,neutral,0,1
"Dell Ultrabook 90 % alike MB-Air , Corporate User shall happy ! , ""Intel Ivy Bridge chip delayed , Windows 8 in September http://t.co/irQDIt39""",Dell,neutral,0,1
"On this day : 5 August 1962 Mandela was arrested after living on the run for seventeen months , and was imprisoned in the Johannesburg Fort .",Mandela,neutral,7,8
NYTime s: U.S . Clears Art Project by Christo in Colorado http://t.co/FHazF16V,NYTime s:,neutral,0,2
"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,neutral,17,18
""" @ MattBennett : ""I play Robbie on the show."" -me to strangers all the time."" It sucks u.u",Robbie,negative,6,7
I've favourited a YouTube video -- Exclusive : Tight Eyez vs . Retro | Behind the Scenes ... http://youtu.be/vqQA8sJ2xtI?a,YouTube,positive,3,4
"Living Social has the best deal today , half off on Amazon . Thinking of what to buy ? http://t.co/5GKG0up",Living Social,positive,0,2
@amr_gohary I think they'll get it ! Libya'll paying the NATO bills !,NATO,neutral,10,11
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Zoz Jalal,neutral,6,8
"Press Release Distribution Service , EmailWire , Adds Apple Related Products and Services Category for Press Release ...",Apple,neutral,8,9
Could iPad be sold out by early afternoon Saturday ? - USATODAY.com http://ow.ly/1tUqH,USATODAY.com,neutral,11,12
See if you can keep your body still while listening to this ! El Vrother is an artist that brings all the Latin ... http://t.co/r6Qq8sr #sp,El Vrother,positive,13,15
"Cord-Cutting Startup Aereo Sued by Broadcaster s: Aereo , the startup that aims to help New York City residents ... http://t.co/XcOIio2W",Aereo,neutral,2,3
Facebook For iPad Now Officially Available ! Facebook 4.0 For iPhone Brings Facebook Download Now ! ( via Redmond Pie ) http://t.co/EFC5fdNH,Facebook,neutral,12,13
Gemma Barker : Jessica Sayers duped into dating 2 boys without realising they were the SAME GIRL http://t.co/ZpXmMnSC via @MailOnline,Gemma Barker,neutral,0,2
I love Dropbox because I can share my files with my friends easily ! http://t.co/f4OnyQrA,Dropbox,positive,2,3
Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â?¹,attorney general,negative,13,15
"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â?? t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Brooks Patterson,negative,3,5
@andrewsginsburg No we are just online now . We have brand called 3bar that we are going to bring to bars .,3bar,neutral,12,13
"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Bill Clinton,negative,10,12
Instruct Orchid to sell your home and we will pay the legal fees http://bit.ly/aJNl6I,Orchid,neutral,1,2
Ray J Breaks His Silence On Whitney Houston â?? s Death #aolvideo http://t.co/kvclZaxZ via @AOL,Whitney Houston,neutral,6,8
"NFL : Patriots 21-10 Bills , Dolphins 10-7 Browns , 49ers 0-3 Bengals y Giants 14-13 Eagles , al medio tiempo http://t.co/7Rf3Nyt4",Bills,neutral,4,5
"Wow , @cgkingjp tweeted 3 , 253 times ( +3 yesterday , +3 on average ) . More stats at Twitter Counter : http://t.co/qK6rSVF3 @TheCounter ã??ã??ã??ã??",Twitter,neutral,20,21
@BarackObama please do something about # Syria . We don't need invasion but some pressure on the brutal #Asad dictatorship !!! Ppl are dying !!,@BarackObama,neutral,0,1
Australian prime minister survives pivotal vote : Lawmakers in Australia's Labor Party vote to back Prime Ministe ... http://t.co/4zwhUmIm,Australia's Labor Party,neutral,9,12
Twitpic - Share photos and videos on Twitter http://t.co/kqo4Yk8U via @twitpic,Twitter,neutral,7,8
"Retweet.com just went up for sale ! A $ 1 , 000 , 000 sale price is being predicted . Listen up CNN , NYT , NBC promo http://tinyurl.com/ycm6w22",CNN,neutral,22,23
NYSE Liffe US Acquires Exclusive Futures Licenses to Trade 41 MSCI Indexes - Bloomberg http://tinyurl.com/23elsuw,MSCI,neutral,10,11
@NaguibSawiris Do u think that mobinil is falling down ? Do u have any plans to save this egyption company ?,mobinil,neutral,5,6
@Sandmonkey the only ting that mentioned in official media is that mubarak made a call to Alsabahy this morning ... so he dont like saudi,mubarak,neutral,11,12
Greece eyes 1 billion euro stimulus from EIB : PM adviser : Greece hopes to get 1 billion euros ( $ 1.31 billion ) in ... http://t.co/PRp90n38,EIB,neutral,7,8
@danawhite Great q & a session yesterday . Thanks for that Dana .,Dana,positive,11,12
New blog post Vera Wang S/S 2009 Fashion Show Part 2 http://tinyurl.com/23rbwpc,Vera Wang,neutral,3,5
I posted a new photo to Facebook http://t.co/cb7S2tdg,Facebook,neutral,6,7
@ALWEFAQ #state #terrorism #Bahrain #US #UK #HRM Wrong ! Bahrain police has shown great restraint in dealing with hezbollah funded terrorists,hezbollah,negative,18,19
"For Friday's protest Tahrir Sq -- download MC Yogi's ""Be the Change"" on Elephant Power DVD",MC Yogi's,neutral,7,9
@Battlefield i get this whenever i join a server : You were disconnected from EA Online . platform : PC,EA Online,neutral,14,16
KC Concepcion Rogue Magazine Photos Continue to Get Praised by Fans on Twitter : The KC Concepcion Rogue magazine ... http://t.co/gT1QLEUp,Twitter,neutral,12,13
How To Approach A Girl ? Success Blueprint On How To Approach A Girl And Attain 90 % Positive Outcome ! : by cliff106 ... http://bit.ly/cn3Ig7,cliff106,neutral,23,24
I posted a new photo to Facebook http://t.co/LciqsgVK,Facebook,neutral,6,7
Banks want immunity for illegal shortcuts on millions of mortgages . Tell Obama to stop this bad deal : http://t.co/Xxevckxh via @MoveOn,Obama,negative,12,13
"Trail Blazers 86 , Hornets 74 : Postgame quotes and note s: I don't understand why people are talking about divisio ... http://t.co/WVx26Fmd",Hornets,neutral,4,5
Twitter Help Center | Twitter 101 : How should I get started using Twitter ? http://t.co/Cnm9Q77 via @support,Twitter,neutral,13,14
I just used #Shazam to discover Let It Die by Three Days Grace . http://t.co/fLVaIUvg,Three Days Grace,neutral,10,13
The Ragged Trousered Philanthropists by Robert Tressell http://onlywire.com/r/30549094,Robert Tressell,neutral,5,7
So Cameron screws up the whole of Europe just to save his own job ...,Cameron,negative,1,2
Missing energy exec found dead in New Orlean s: HOUSTON ( Reuters ) - A senior executive with an Atlanta-based energy ... http://bit.ly/cZ3gDe,Reuters,neutral,11,12
New Forex Revolution - Â½ PIP Fixed Spread http://tinyurl.com/3xs7dd2,Forex,neutral,1,2
North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â?¦ http://t.co/8yFmJo2p,Kim's,neutral,3,4
Japan Plans to Bolster Intervention War Chest - Content Type : & nb sp; Newswire ... http://t.co/s4Y4zUdy,Newswire,neutral,14,15
Leaked screenshots show T-Mobile releasing the BlackBerry Curve 9360 September 14th http://t.co/THsTh6K,T-Mobile,neutral,3,4
Rory McIlroy opens up about Masters meltdown http://t.co/N2tQkm2d,Rory McIlroy,neutral,0,2
@cesc4official from Egypt ... Bad day for arsenal :( good luck in Barcelona ... We really need it,arsenal,negative,7,8
BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ... http://t.co/HSBuV2nk,PM,neutral,4,5
Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,eBay,neutral,6,7
http://t.co/LSmoZsXl Arizona baseball hosts Harvard for first time in school history : When the Arizona baseball p ... http://t.co/taYThyHY,Harvard,neutral,4,5
Wilmington New Media Makes Your Site Confident http://p.ost.im/p/edQWkU,Wilmington New Media,positive,0,3
"Ok God , I got it ...",God,neutral,1,2
Ayreon - The Human Equation ( 2004 ) FLAC http://t.co/l20qd7ic,Ayreon,neutral,0,1
"Ultra-running and the mysterious White Horse : The long-distance runner Michael Randall Hickman , also known as Mi ... http://t.co/pVDvbpzB",White Horse,neutral,4,6
New blog post : Cristiano Ronaldo - The best football player - tricks & am p; goal s: http://tinyurl.com/37k3fdk,Cristiano Ronaldo,positive,4,6
"NY & Microsoft Screenings , Michael Eisner , World Tour KO , EyeCare4Kids , Last Call 2 Submit , PreLim Schedule and more : http://t.co/POx0TZZo",Microsoft,neutral,2,3
Nepal Awaz - Video Blog : Jesus was a Buddhist Monk BBC Documentary http://t.co/FXMGHO2W,BBC,neutral,11,12
Trading Facebook Option s: In light of the upcoming Facebook IPO we add this discussion of trading Facebook optio ... http://t.co/Gx6NbP7R,Facebook,neutral,17,18
"If you're attending NAMC's Work/Life Conference tomorrow at the Crest Hollow CC , stop by Alcott's exhibit table and say hello !",Alcott's,neutral,15,16
Stop bleeding with Sarang Semut . Let us visit the site in..http://tinyurl.com/yhuhawj,Sarang Semut,neutral,3,5
"http://t.co/afaZDxK8 gee - thanks for the pick me up , Stephen .",Stephen,neutral,10,11
Nigel Hetherington â?? Clinical Hypnotherapy Newcastle | Hypnotherapy Newcastle â?? http://t.co/Ldre742v,Clinical Hypnotherapy Newcastle,neutral,3,6
AU bullpen Falters In 9-8 Loss At No . 2 Arizona State today . BUT WAR EAGLE ANYWAY !,Arizona State,neutral,10,12
"The Best Instagram Photos Ever Taken [ PICS ] - As Instagram & # 8217 ; s popularity continues to grow , millions of people ... http://t.co/AvMctDUf",Instagram,positive,11,12
NYTime s: U.S . Clears Art Project by Christo in Colorado http://t.co/FHazF16V,NYTime s:,neutral,0,2
Chinese President Hu Jintao warns of cultural warfare from West http://t.co/P4umjNqT,President,neutral,1,2
BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ... http://t.co/HSBuV2nk,Julia Gillard,positive,12,14
"Madigan , Federal Government & State Attorneys General Secure $ 25 ... http://t.co/MyPo2cjX",Madigan,neutral,0,1
Ray J Breaks His Silence On Whitney Houston â?? s Death #aolvideo http://t.co/kvclZaxZ via @AOL,Ray J,neutral,0,2
http://bit.ly/bP9OSi Alcatel Members of Pentagon review panel,Alcatel,neutral,1,2
Oil and the economy : The 2011 oil shock | The Economist - http://econ.st/edJDel via @TheEconomist,The Economist,neutral,10,12
It takes courage to grow up and turn out to be who you really are . E.E . Cummings . Your business can too http://t.co/ZTKiudk,E.E . Cummings,neutral,16,19
Omg ... New song to Rihanna is very cool ... Man down :D ( music ),Rihanna,positive,5,6
Senior Obama Campaign Staffer Tweets Subtle Attack on Romney : President Obama's senior campaign strategist took ... http://t.co/DzilfcyU,Romney,neutral,8,9
"Bourne & O â?? Neil Treasure Oak Humidor : Many have a humidor , some also own a polished oak piece , but no one has a ... http://t.co/GWEBkRbG",Bourne & O â?? Neil Treasure,positive,0,6
"Online Web Messenger For GTalk , Yahoo , MSN And AOL In Single Window And Single Sing up ... only at http://www.juslol.com",GTalk,neutral,4,5
kannan and velmurugan took me back to the last college days #thank you very much,velmurugan,positive,2,3
The @ZAGGdaily iPad-a-day Giveaway is back ! Each day is a new chance to win an iPad 2 - http://t.co/KcZy33vD,@ZAGGdaily,neutral,1,2
Sangria in a Midwestern Mexican restaurant on the upper west side with Daniella shoshan and Gina Marie .,Daniella shoshan,neutral,12,14
#Cash NimbleCommerce Revamps Daily Deals For MediaNews Grou p: Startup NimbleCommerce wants to become the daily d ... http://t.co/XMIGIN5j,NimbleCommerce,positive,1,2
I posted a new photo to Facebook http://t.co/cb7S2tdg,Facebook,neutral,6,7
@nspector4 Do you recognise anyone ? http://t.co/1ELgio6,@nspector4,neutral,0,1
Visakhapatnam Port Trust â?? Apprentices â?? 62 Posts | Telugu News Paper â?? Andhra News Paper : http://t.co/ZDWyXmU0 via @AddThis,Andhra News Paper,neutral,13,16
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Facebook,neutral,1,2
"s-s-c just go and care about yr NSAs three pillars , come and disturb us with RAM for what . tmd .",NSAs,neutral,7,8
"Twitter Setting Up to Dominate Local Search : This last week , at the Chirp Conference ( Official Twitter Developer C ... http://bit.ly/cnLboy",Twitter,neutral,18,19
Royal Pirates officially announce their Korean ... http://t.co/MnOHUcy via @koreaboo,Royal Pirates,neutral,0,2
@kasimf In #Bahrain we have a lot of these clowns . And some are paid to do their pro-gev circus on twitter and facebook .,twitter,neutral,21,22
UBS profits beat forecasts despite scandal http://t.co/b9Iz8BGg 2 !,UBS,positive,0,1
As I always do I ask your help again in prayer for Earl's quick return to me . I can not give ... http://t.co/0Ge0SEKy,Earl's,neutral,12,13
Do the right thing and give to Haiti now . MSF is the most needed NGO : https://donate.doctorswithoutborders.org/,MSF,positive,10,11
Foster The People - Call It What You Want http://t.co/5eg5ZJ53 vÃ?Â­a @youtube,Foster The People,neutral,0,3
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe",Leon,negative,20,21
People & Entertainment Prince Harry takes in a show â?? in Vegas - Press Heral d: Press HeraldPeople & Entertainmen ... http://t.co/OebduPLR,Press Heral d:,neutral,13,16
"@acmilan Santos' Ganso Tells Thiago Silva He Wants AC Milan Move â?? Report : Brazil international , who ha ... http://bit.ly/qs3eTn",Santos' Ganso,neutral,1,3
"ok , packing bag , watching mr ripley's game and getting laundry together . gnite twitter !",mr ripley's,neutral,6,8
Any Dell fans watching the new season of Bachelor Pad ? What are your thoughts ?,Dell,neutral,1,2
"Japan , Russia see chance to clone mammoth - Yahoo ! http://t.co/5olWuDCM via @YahooNewsUK",Yahoo,neutral,9,10
