,text,target,label
982,I 'm listening to '' Save Me '' by nicki minaj -LRB- . -RRB- pandora,nicki minaj,neutral
983,-LSB- CNNI -RSB- Woods routs Yang to clinch Presidents Cup : tiger woods made it a perfect five wins from five match . .,tiger woods,neutral
984,"lindsay lohan news lindsay lohan : ungaro 's ugly , budget pasties were n't my idea : fresh off th . .",lindsay lohan,negative
985,well at least you can use itunes and download britney spears ' 3 ' 10 times ; -RRB-,britney spears,positive
986,speaking of psp ' s would you recommend getting a 3000 over a dsi ?,psp,neutral
987,SO IM CHECKING AT THE BODIES AND YOU KNOW IM SATISFIED . madonna ' is American Life is the shit . I love it . MM,madonna,neutral
988,i got that good good im micheal jackson bad he attracted too me with my attractive ass ...,micheal jackson,negative
989,britneyspears news ! britney breaks billboard record ! : good for her ! britney spears ' latest . .,britney spears,positive
990,Guess it would b neat if I were into golf which I 'm not . tiger woods will be here . Maybe I can get a glimpse of the billion dollar man .,tiger woods,neutral
991,: okay we must make a girl day =-RRB- are you listening Crank it up . ? i hear music too =-RRB- i listening micheal jackson,micheal jackson,neutral
992,abcfamily . harry potter . fuck yeah .,harry potter,negative
993,I 'm sorry but if demi lovato leaves SWAC ... its not even going to be worth watching . She is the main character .,demi lovato,positive
994,skywaterblue I really think she this generation 's madonna . Hopefully without the annoying British phase . / / 100 % agreement,madonna,neutral
995,"3,401 tweets * __ * ♫ music - britney spears - 3 / / pity - me adora / / lady gag - bad romance ♫",britney spears,neutral
996,"The fanatic Zionist and inciter against Muslims during 2008 campaign , john mccain , went to Libya to support '' freedom '' .",john mccain,negative
997,Trying to sleep but chelsea handler got me rolling ... Lololol !,chelsea handler,positive
998,Just read a brilliant piece by Peggy Noonan on barack obama and Peace Prize fiasco,barack obama,neutral
999,Please Digg : steve jobs is more popular than Oprah,steve jobs,neutral
1000,looks like disney stores are gon na be a lot more like Apple Stores -LRB- thanks to steve jobs -RRB-,steve jobs,negative
1001,At the movies with reanna cale and harley watching harry potter and the deathly hallows :-RRB- its great so far,harry potter,positive
1002,edward and john grimes do n't do a good britney spears in drag . . in fact they don do a good anything,britney spears,neutral
1003,"Though I walk through valley of shadow of death panels , I will fear no evil for sarah palin art with me ConservativeBible",sarah palin,neutral
1004,Newt Gingrich Assails obama Over Libya Policy -LRB- VIDEO -RRB- . obama,obama,negative
1005,Set my dads ringtone to love me by justin bieber and it went off in Walmart and everyone was staring at him Hahaha : -RRB-,justin bieber,positive
1006,just finished the last harry potter book ! first time i have ever read it . cried so many times . mostly when fred died ! love you oliver phelps,harry potter,neutral
1007,lol iphone plan is like a car note .,iphone,neutral
1008,"i can go any page , star any tweet , and search any name on twitter , but i ca n't even tweet from my psp !!! that just sucks !",psp,negative
1009,nicki minaj 's music really brings out the independent sassy black woman inside of me .,nicki minaj,positive
1010,barack obama ' is accomplishments according to SNL,barack obama,neutral
1011,THIS HIGHLY OFFENSIVE ! I could totally destroy harry potter . RT,harry potter,neutral
1012,"na na na na everyday it 's like my ipod stuck on replay , replay-ay-ay-ay ...",ipod,negative
1013,'' Red Light Special '' still makes me want to go all kim kardashian on somebody like I should be working a corner on Harry Hines .,kim kardashian,positive
1014,"It felt right & madonna told me to do it , apparently is n't a valid excuse for anything . Except stealing Malawian babies & making bad movies",madonna,neutral
1015,need help from pln : working with school to devlp prgrm with ipod touch in stud . hands . what uses must be included ? what app/programs ?,ipod,neutral
1016,Justin Bieber is a crap singer ? Usher and justin timberlake were fighting over him,justin timberlake,negative
1017,kisses and hugs for britney spears today . love has came back around to you my love congratsbritney,britney spears,positive
1018,xbox live : el verdad is currently online . playing rock band 2 . drums solo quickplaygetting ready to rock . -LRB- xbox live nation -RRB-,xbox,neutral
1019,"well if the wii fit tells him he 's fat , he might get depressed and start eating more ; -RRB-",wii,neutral
1020,i really hate oprah . i really do,oprah,negative
1021,listening to a song i love : britney spears - blur,britney spears,positive
1022,ashton kutcher Chilling with LB .,ashton kutcher,neutral
1023,"okay , so i 'm obviously behind the times ... what exactly is google wave ???",google wave,neutral
1024,kchurch03 lol I hate harry potter . Are you going out tonight ?,harry potter,negative
1025,Mamma I wan na be like souljaboy when I grow up !,souljaboy,positive
1026,is an amazon kindle good for a 12 year old ?,kindle,neutral
1027,escuchando a britney spears - 3 ... lady gag - bad romance ... black eyed peas - meet me half way ... shakira - give it up to me ... !!!!!,britney spears,neutral
1028,sarah palin got a degree in journalism . She 's dumb as fuck . Depends wt your studying abd wt college . Good Job anyway . your rare,sarah palin,negative
1029,"im blasting 3 by britney spears into my ears ... wow seriously its super high quality , super clear & really addictive !",britney spears,positive
1030,my friend is the best i think ? he just reset my ipod touch after my cous locked it !!!,ipod,neutral
1031,i wonder how many niggaz will eat oprah pussy lol,oprah,neutral
1032,Awwwwww . The obama Family Vacation / Spring Break is cut short due to a few trivial matters concerning the future of our country .,obama,negative
1033,Vita Carminis : Pro-Life & A New Fan of justin bieber - vitacarminis : .,justin bieber,positive
1034,"Girl has down time , I guess : RT GottaLaff VIDEO : hillary clinton starts peace talks ... between Conan & CoryBooker",hillary clinton,neutral
1035,"this article says that wii sales are down because of no good games , but everyone pretty much has a wii already , thats why !",wii,neutral
1036,Ahhh haley thats horrible ! I don like louis tomillson !! D : HE HAS justin bieber HAIR,justin bieber,negative
1037,my new favorite song : 3 by britney spears . love it ! lol .,britney spears,positive
1038,Warner to begin selling advertising across the web in music videos by artists like madonna,madonna,neutral
1039,gaming purposes -LRB- xbox live -RRB- plus i like to meet new people,xbox,neutral
1040,"i find it ironic that jimmy carter worked for 20 years to earn the nobel peace prize , the dalai lama for 40 years .",jimmy carter,negative
1041,Happy miley cyrus 's Day To All smiles ! We are like a family ♥,miley cyrus,positive
1042,Is charlie sheen headed to Fox -- or back to ' Two and a Half Men ? ' - Detroit Free Press .,charlie sheen,neutral
1043,Dj Y Alias JY - The Way You Are Does n't Mean Anything -LRB- alicia keys vs . Bruno Mars -RRB- . via mashstix,alicia keys,neutral
1044,john boehner is an immoral clown not fit to serve in Congress and not smart enough to speak in public .,john boehner,negative
1045,"lady gaga Please follow me diva ? , you are amazing lady gaga , i love you ♥ Follow me please * -- *",lady gaga,positive
1046,"thanks to danecook , i know way too much about britney spears ' s vagina . awesome show , btw .",britney spears,neutral
1047,i remember buying my first wii at toy are ' us . it was hectic and so long ago . random,wii,neutral
1048,"'' 3 '' by britney spears is pretty dope , plus it deputed at number 1 , kudos 2 her",britney spears,negative
1049,I do n't hate miley cyrus - _______ - and i love Hannah Montana .,miley cyrus,positive
1050,MT UKProgressive : Challenge to sarah palin : Produce YOUR Academic Papers | Crooks and Liars . | Brilliance from karoli,sarah palin,neutral
1051,little wayne & britney spears now thats hot ! young muuuuullllaaaaa bbaaaabbbaaaayyyy ha love it,britney spears,neutral
1052,is having the most frustrating time with a psp dev kit ...,psp,negative
1053,"madonna brava was great ! And twas nice to see so many friends in ccp . Tonight was a good , good night ! - Update via SMS using",madonna,positive
1054,that 's hilarious !! I love when people reference harry potter : - -RRB-,harry potter,neutral
1055,britney spears and little ' wayne - bad didar,britney spears,neutral
1056,neiledmundson Apple Survey - What do you think of Apple products ? ipad sucks ? freebies .,ipad,negative
1057,"Late Night with Jimmy Fallon : Following the promotion of conan o'brien to the host of the Tonight Show , Saturday Night live ... nycevents",conan o'brien,positive
1058,google wave is a lonely place . : - -LRB-,google wave,neutral
1059,"wow ! bill , look at you ! you look like britney spears ! except not a fat guy .",britney spears,neutral
1060,my newest 3 followers all have the same picture of britney spears with a penis in her mouth . that 's aggressive marketing .,britney spears,negative
1061,"I wo n't even lie , I like watching martha stewart Easter specials . Like , how to paint eggs and stuff .",martha stewart,positive
1062,"i realize people do n't like what blizzard has done , but look at xbox , phone , and ps3 microtransactions . it 's been in everquest for years . not new",xbox,neutral
1063,the horrors new video is fucking weird . i love it though and i 'm downloading the video for my ipod now : d,ipod,neutral
